Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Gender_Male,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,1,1,71,1,1,99,7061,0,74,4305,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
0,1,1,66,0,0,50,3364,0,30,4652,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,1,1,13,1,1,25,332,0,21,4734,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,65,1,0,91,5963,0,26,4921,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,15,1,0,19,278,0,54,2742,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,72,1,0,24,1871,0,78,4067,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,42,1,1,100,4303,0,76,3265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,1,0,71,1,0,25,1753,0,79,4066,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,35,1,0,19,617,0,67,4988,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,1,53,1,1,108,5935,0,73,5989,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,48,1,0,20,982,0,43,4399,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,30,1,1,101,2974,0,34,2440,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,10,1,0,20,198,0,66,2411,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,12,1,1,105,1275,0,72,5913,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,57,1,0,69,4003,0,72,4759,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1,0,58,1,1,65,3791,0,64,5912,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,37,1,0,19,813,0,61,5336,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,44,1,0,19,780,0,36,5584,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,27,1,0,20,552,0,65,2400,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,8,1,0,49,408,0,48,2907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,0,25,1,0,88,2191,0,51,4849,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,57,1,1,100,5611,0,48,6351,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,12,1,0,19,246,0,33,4788,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,62,1,0,20,1296,0,56,4574,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,65,1,1,107,7082,0,25,4193,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,71,1,1,80,5662,0,75,4518,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,21,1,1,58,1215,0,25,2845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,71,1,1,109,7854,0,22,4564,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,7,1,1,75,525,0,50,4216,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,72,1,1,73,5265,0,80,5127,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,0,1,1,0,70,70,0,74,2475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,72,1,1,98,7129,0,78,4616,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1,1,64,1,1,111,7266,0,74,5129,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,72,1,1,114,8496,0,69,4589,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,29,1,0,100,2878,0,53,4847,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,13,1,1,20,261,0,76,4883,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,31,1,0,104,3205,0,78,5320,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,14,1,0,80,1137,0,26,5772,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,72,1,1,91,6697,0,52,5378,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,25,1,0,19,505,0,76,4134,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,18,1,1,68,1299,0,47,5993,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,0,71,1,1,79,5564,0,29,5872,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,1,28,1,1,51,1381,0,44,5195,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,2,1,0,80,188,0,40,5346,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,17,1,1,66,1077,0,46,2814,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,56,1,1,86,4922,0,64,4449,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,60,0,0,50,2911,0,65,5493,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,0,33,1,0,25,826,0,39,3378,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,1,1,1,83,83,0,26,5960,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,63,1,1,84,5377,0,49,4604,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,55,1,1,64,3617,0,36,4634,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
0,1,0,65,1,1,100,6643,0,72,4915,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,63,1,0,25,1559,0,79,4530,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,70,1,1,113,7987,0,47,4588,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,36,0,0,40,1547,0,44,2564,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,22,1,1,94,2142,0,28,4242,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,5,1,0,59,287,0,35,3662,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,19,19,0,22,3129,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,56,1,1,81,4534,0,75,4399,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,2,1,1,20,40,0,39,2237,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,35,1,1,59,2094,0,27,2187,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,64,1,0,25,1584,0,61,5538,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,15,1,1,84,1302,0,35,3314,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,55,55,0,35,2207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,70,1,0,75,5437,0,64,6477,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,0,39,1,0,59,2209,0,42,5843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,0,0,29,1,1,66,1912,0,72,5590,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,14,1,0,18,255,0,28,5751,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,61,1,0,86,5175,0,74,4471,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,13,1,1,52,670,0,34,4929,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,66,0,1,47,3177,0,27,6435,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
0,1,0,59,1,1,109,6557,0,67,5186,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,1,1,62,1,1,94,5791,0,27,4262,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1,0,33,1,1,93,3055,0,21,4414,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
0,0,1,66,1,1,79,5196,0,66,4285,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,72,1,0,115,8405,0,46,5905,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,51,1,1,95,5000,0,21,6492,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,63,1,0,105,6713,0,66,4551,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,27,1,0,20,562,0,28,3428,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,4,1,0,20,91,0,20,3460,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,42,1,0,20,828,0,76,5320,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,29,1,0,20,617,0,66,4840,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,30,1,0,19,625,0,59,3302,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,71,1,0,85,6029,0,44,5394,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,46,0,0,40,1842,0,44,2519,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,69,1,1,105,7386,0,47,6247,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,1,0,72,1,0,100,7334,0,20,6380,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,28,1,0,91,2626,0,66,2448,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,0,72,1,1,116,8277,0,68,5098,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,7,1,1,59,369,0,29,4770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,22,1,1,49,1049,0,29,4667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,72,1,0,19,1414,0,42,4722,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,8,1,0,19,169,0,38,4535,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,0,52,1,1,81,4354,0,64,4628,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
0,0,0,68,0,0,38,2719,0,45,5278,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,1,0,71,1,0,87,6365,0,71,4278,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,2,1,0,19,51,0,64,3300,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,34,1,1,96,3190,0,32,5425,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,35,0,0,24,812,0,75,5097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,61,1,0,19,1143,0,57,4376,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,1,1,0,44,44,0,61,2785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,53,1,0,60,3297,0,38,4854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0,1,0,72,1,0,25,1887,0,22,5613,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,0,41,0,1,53,2215,0,46,3920,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,24,1,0,20,482,0,79,3071,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,8,0,0,29,216,0,59,5369,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,20,20,0,80,2184,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,54,1,1,95,5064,0,67,4825,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,41,1,1,25,996,0,40,3461,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,19,1,0,44,839,0,76,5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,72,1,0,92,6733,0,75,6342,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,62,0,1,43,2618,0,58,5254,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,1,1,56,1,1,72,4084,0,79,6357,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
0,1,1,32,1,0,18,613,0,49,4735,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,21,1,0,20,402,0,75,5654,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,1,62,1,0,19,1244,0,32,4803,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,2,0,0,24,46,0,54,5786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,27,1,0,20,581,0,56,2924,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,25,0,0,61,1540,0,76,3695,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,49,1,1,106,5168,0,27,5154,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,0,0,63,1,0,108,6780,0,39,5331,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,1,4,1,0,20,94,0,65,4929,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,1,0,1,1,1,55,55,0,37,2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,11,1,0,20,208,0,33,4032,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,52,1,1,72,3829,0,72,4368,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,60,1,0,89,5294,0,44,4340,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,64,1,1,104,6889,0,80,6443,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1,1,43,1,0,75,3254,0,23,3976,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,0,61,1,0,101,6383,0,79,5177,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
0,0,0,66,1,0,68,4447,0,60,5454,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,0,67,1,1,111,7321,0,67,6103,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,1,0,42,1,1,99,4135,0,76,4545,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,31,1,0,21,697,0,24,5225,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,7,1,1,19,168,0,56,5873,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,34,1,0,77,2753,0,58,3997,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,3,1,1,19,69,0,32,2787,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,19,0,1,24,434,0,39,2958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,0,0,41,107,0,46,5534,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,46,1,0,19,851,0,59,5092,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,69,1,0,84,5848,0,49,5629,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,5,1,0,20,109,0,44,5064,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,1,0,19,19,0,79,3625,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,26,1,1,20,595,0,79,2194,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,25,1,0,99,2513,0,23,3847,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,64,1,0,81,5135,0,48,5168,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,30,1,0,67,2000,0,33,4104,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,13,1,1,70,931,0,30,4599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,64,1,1,115,7396,0,45,5189,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,1,46,1,1,84,3958,0,39,5756,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,12,1,0,19,260,0,62,3423,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,13,1,1,63,816,0,46,5916,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,67,1,0,74,4868,0,35,4188,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
0,1,0,24,0,0,29,688,0,33,4636,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,6,1,0,50,288,0,34,3929,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,10,1,0,20,185,0,63,2706,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,13,1,1,74,966,0,40,4172,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,7,0,1,44,265,0,77,3410,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,1,38,1,1,85,3297,0,51,5292,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,0,43,1,1,94,4107,0,71,4392,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,25,1,0,108,2809,0,80,4398,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,27,1,0,56,1567,0,42,5978,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,72,1,0,26,1851,0,41,5475,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,71,1,1,85,6028,0,48,4777,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,24,1,1,88,2072,0,37,5557,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,57,1,1,74,4317,0,71,5548,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,15,1,0,48,736,0,62,5584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,4,1,1,80,336,0,67,2333,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,28,1,0,56,1522,0,47,4468,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,55,1,1,89,4959,0,42,5875,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,55,1,0,19,1001,0,66,4391,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,20,1,0,20,442,0,49,2522,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,62,1,1,106,6703,0,69,6361,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,43,1,1,19,779,0,41,3678,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,60,1,0,59,3483,0,54,4029,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,58,1,1,86,4890,0,33,5666,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,1,7,1,0,19,136,0,29,5084,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,2,1,0,97,184,0,43,5745,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,37,0,0,36,1315,0,72,2494,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,65,1,1,103,6767,0,75,5669,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,1,39,1,0,19,757,0,61,3944,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,68,1,0,24,1657,0,31,6042,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,62,0,0,48,3008,0,26,5453,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1,0,72,1,1,109,8165,0,53,6452,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,1,0,41,1,0,20,875,0,79,5062,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,4,1,0,55,220,0,74,4042,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,53,1,0,24,1301,0,20,4865,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,39,1,1,20,790,0,80,2165,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,63,1,0,19,1237,0,20,4538,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,15,1,1,26,378,0,73,2723,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,13,1,0,43,592,0,40,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,1,50,50,0,50,4014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,20,20,0,27,5925,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,60,1,0,61,3638,0,40,6209,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,0,40,1,0,70,2921,0,32,5507,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0,0,66,1,1,61,4017,0,66,5133,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1,42,1,0,20,854,0,64,4439,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,66,1,1,63,4174,0,80,4657,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,49,1,0,98,4920,0,79,6148,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,41,1,0,20,810,0,21,5913,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,41,1,0,19,772,0,40,4180,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,23,1,0,84,1936,0,54,2177,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,3,0,0,25,79,0,58,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
