Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,avg_charges,total services,engagement_score,charge_ratio
0,0,0,17,1,0,21.1,385.55,0,78,2842,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,2,21.419444444444444,0,2,0.05458543526063899
0,1,1,4,1,0,18.85,84.2,0,63,5279,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,16.84,0,1,0.22124413145539906
0,0,1,62,1,0,26.0,1638.7,0,46,4535,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,4,26.011111111111113,0,4,0.01585655912666951
0,1,0,2,1,1,70.35,120.25,0,39,4917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40.083333333333336,0,2,0.5802061855670103
0,1,0,48,1,1,96.9,4473.45,0,38,2613,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,91.29489795918367,4,8,0.02165629295220642
0,1,0,27,1,0,19.55,520.55,0,44,4430,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,3,18.59107142857143,0,3,0.03748442143610393
0,1,0,70,1,1,80.4,5717.85,0,28,6367,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,4,80.5330985915493,5,10,0.014058770557017583
0,1,0,46,1,1,94.65,4312.5,0,79,4120,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3,91.75531914893617,3,7,0.0219427379158456
0,1,1,69,1,0,95.75,6511.25,0,74,5561,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,4,93.01785714285714,3,7,0.014703059618411455
0,0,0,65,1,1,19.55,1218.65,0,76,4309,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,18.46439393939394,0,5,0.01602918870167671
1,1,1,72,1,1,104.1,7447.7,0,54,5092,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,4,102.02328767123288,5,10,0.013975593056506504
0,0,0,17,1,1,20.1,279.5,0,51,2185,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,15.527777777777779,0,3,0.0716577540106952
0,1,0,51,1,1,111.55,5720.35,0,35,4053,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,4,110.00673076923077,5,10,0.019497146652450906
0,1,0,51,1,0,60.5,3121.45,0,75,4994,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,60.027884615384615,3,7,0.019375810661499786
0,1,0,72,1,1,90.95,6468.6,0,54,6091,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,4,88.6109589041096,6,11,0.01405805613948312
0,0,0,34,1,0,19.7,675.6,0,73,4136,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,3,19.302857142857142,0,3,0.029116169080697602
0,1,0,67,0,1,50.95,3521.7,0,77,6395,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,4,51.78970588235294,4,9,0.014463337780679594
0,1,0,49,1,1,20.05,923.1,0,72,5579,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,4,18.462,0,5,0.02169678606211449
0,1,1,53,1,1,19.4,1110.35,0,73,4497,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,4,20.562037037037037,0,5,0.017456246906915013
0,0,0,27,1,0,59.45,1611.65,0,23,4818,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,57.558928571428574,2,5,0.03686478777168015
0,0,0,69,1,1,81.5,5553.25,0,45,5286,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,4,79.33214285714286,5,10,0.01467344826034118
0,1,1,2,0,0,29.05,44.75,0,22,4998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14.916666666666666,1,2,0.6349726775956285
0,1,0,46,1,0,70.6,3231.05,0,52,5433,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,68.74574468085106,4,7,0.021843721477081107
0,0,0,54,1,1,97.2,5129.45,0,55,4971,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,4,93.26272727272728,3,8,0.018945706516972197
0,0,0,20,1,0,59.2,1191.2,0,58,5924,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,56.72380952380953,2,4,0.049656097970139236
0,0,0,11,1,1,75.9,866.4,0,70,4278,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72.2,1,3,0.08750288217661979
1,1,0,30,1,1,90.05,2627.2,0,39,3792,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,84.74838709677418,2,6,0.03426299368389012
0,1,0,68,1,0,70.95,4741.45,0,43,5036,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,68.71666666666667,4,8,0.014960621619626987
1,1,0,38,1,1,102.6,4009.2,0,40,5469,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,102.8,4,8,0.02558475886489452
0,0,0,1,1,0,43.8,43.8,0,31,4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21.9,0,1,0.9776785714285714
0,1,0,63,0,0,59.0,3707.6,0,20,5639,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,4,57.93125,5,9,0.01590896834384943
0,0,0,3,1,1,69.95,220.45,0,67,2754,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,55.1125,3,5,0.31587265748475957
0,0,0,48,1,0,24.35,1133.7,0,70,4200,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,3,23.136734693877553,0,3,0.02145941658588173
0,0,0,66,0,0,29.45,1983.15,0,55,5112,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,29.599253731343286,1,5,0.014842627825517223
0,1,1,68,1,1,84.4,5746.75,0,34,5045,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,83.28623188405797,2,7,0.0146840067852638
0,1,0,7,1,0,20.65,134.05,0,70,3575,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,16.75625,0,1,0.15290633098852274
0,1,0,72,1,1,87.1,6230.1,0,76,5993,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,4,85.34383561643835,6,11,0.013978270289355008
0,1,0,29,1,0,19.85,573.05,0,59,2712,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,3,19.101666666666667,0,3,0.03457886943646024
0,1,0,37,1,1,90.35,3419.3,0,76,3347,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3,89.98157894736842,3,7,0.026415811478525272
0,1,0,59,1,0,65.5,3801.3,0,35,5631,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,63.355000000000004,3,7,0.017226415590563607
1,1,1,60,1,1,80.95,4859.1,0,71,6214,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,79.65737704918034,1,6,0.016656035884035306
0,0,0,27,1,1,56.15,1439.35,0,69,3056,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,51.40535714285714,2,6,0.03898358037976881
0,1,0,17,0,0,34.4,592.75,0,45,4207,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,32.93055555555556,2,4,0.057936842105263155
0,1,0,58,1,0,20.75,1185.95,0,20,4927,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,4,20.10084745762712,0,4,0.017481781035426934
0,1,0,1,1,0,18.8,18.8,0,51,5160,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,9.4,0,1,0.9494949494949495
0,0,0,53,1,0,90.8,4921.2,0,20,5249,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,91.13333333333333,3,7,0.018447035878265815
0,0,0,35,1,1,25.6,901.25,0,56,2980,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3,25.03472222222222,0,4,0.02837351066777501
0,1,0,68,1,0,70.8,4859.95,0,61,5540,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,4,70.4340579710145,3,7,0.0145650541560806
0,1,0,47,1,0,25.4,1139.2,0,33,3159,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3,23.733333333333334,0,3,0.022276793544992103
1,1,0,65,1,1,108.8,7082.45,0,64,5225,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,4,107.30984848484849,4,9,0.015359747015931503
0,0,0,9,1,1,76.85,663.55,0,38,4834,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66.35499999999999,0,2,0.11564216387028817
0,0,0,8,1,0,20.25,174.65,0,37,2653,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,19.405555555555555,0,1,0.11528608027327071
0,0,0,14,1,1,24.8,321.7,0,22,4527,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,21.446666666666665,0,3,0.07685156492097925
0,0,0,45,1,1,115.65,5125.5,0,75,3974,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,3,111.42391304347827,6,10,0.02255925095094119
0,0,0,8,1,1,74.6,548.9,0,57,2142,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,60.98888888888889,0,2,0.13566102927805054
0,1,1,66,1,1,103.15,7031.3,0,80,4663,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,4,104.94477611940299,5,10,0.014668031796140665
0,1,0,72,1,0,72.1,5016.65,0,42,4658,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,4,68.72123287671232,4,8,0.014369276454116967
0,1,1,23,1,0,25.1,611.45,0,67,2267,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,25.477083333333336,0,2,0.04098293738264348
0,0,0,4,1,1,80.15,319.85,0,62,2841,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,63.970000000000006,1,3,0.24980520492441952
0,1,1,6,1,0,25.4,153.3,0,52,2882,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,21.900000000000002,0,1,0.16461438755670768
1,1,0,67,1,1,105.4,7035.6,0,64,5703,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,4,103.46470588235294,5,10,0.01497882500071057
1,0,1,7,1,1,45.75,344.2,0,57,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43.025,0,2,0.13253186558516802
0,1,0,56,1,1,24.45,1431.65,0,78,5623,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,4,25.116666666666667,0,5,0.01706627578264056
0,1,0,72,1,0,25.0,1849.2,0,35,6126,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,25.33150684931507,0,4,0.01351205275105394
0,1,0,72,1,1,85.25,6083.1,0,52,6275,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,4,83.33013698630137,5,10,0.014011932742722834
0,1,1,23,1,0,19.6,426.65,0,35,4617,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,17.777083333333334,0,2,0.045831871857827666
0,0,1,35,1,0,50.15,1655.35,0,74,5879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,45.981944444444444,0,3,0.03027741721254566
1,1,0,27,1,1,70.55,1943.9,0,65,2534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,69.425,0,4,0.03627435857884724
0,1,0,12,1,0,26.4,314.95,0,65,3277,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,24.226923076923075,0,1,0.08355752492482987
0,0,0,40,1,0,20.15,804.85,0,64,3915,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,3,19.63048780487805,0,3,0.025004653471489727
0,1,1,7,0,0,58.85,465.7,0,76,3332,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,58.2125,5,6,0.12609813584743948
0,1,1,70,1,1,97.55,6669.05,0,49,4551,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,93.93028169014084,3,8,0.014625077773030187
0,1,1,60,1,0,19.65,1161.75,0,50,6315,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,19.045081967213115,0,4,0.016899591485701998
0,1,0,39,0,1,25.25,947.75,0,21,4259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,23.69375,0,4,0.026613965744400527
0,1,0,72,1,0,114.45,8375.05,0,53,6274,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,4,114.7267123287671,6,10,0.01366395854848049
0,1,0,54,1,1,70.7,3770.0,0,77,5276,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,4,68.54545454545455,3,8,0.018748342614691063
0,1,0,63,1,0,75.55,4707.85,0,64,4626,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,4,73.56015625,5,9,0.016044257090372382
0,1,1,71,1,1,84.8,6152.4,0,43,5952,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4,85.44999999999999,2,7,0.013780999122436377
0,0,0,42,1,1,20.65,958.1,0,49,5956,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,3,22.28139534883721,0,4,0.02153060160567198
0,0,0,47,1,0,20.45,943.0,0,72,4342,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,3,19.645833333333332,0,3,0.021663135593220337
0,0,0,11,0,1,35.65,425.1,0,61,4986,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,35.425000000000004,2,4,0.08366580614879135
1,1,0,55,1,0,90.45,5044.8,0,42,5140,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,90.08571428571429,3,7,0.01792579967497721
0,0,0,69,1,1,97.65,6743.55,0,20,5709,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,4,96.33642857142857,4,9,0.014478356599031812
1,0,0,3,1,0,73.85,196.4,0,74,2868,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,49.1,1,2,0.3741134751773049
1,0,0,30,1,1,69.1,2093.9,0,75,3415,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,3,67.54516129032258,3,7,0.03298486801279297
0,0,0,5,1,1,82.75,417.75,0,36,5269,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,69.625,2,4,0.19761194029850745
0,1,0,71,1,1,24.4,1725.4,0,56,4412,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,23.96388888888889,0,5,0.01413345690454124
0,0,0,29,1,1,55.25,1620.2,0,55,5481,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,54.00666666666667,1,5,0.034079694053787316
0,1,0,52,1,0,61.35,3169.55,0,49,4729,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,59.80283018867925,2,6,0.019349955055116618
0,0,0,68,1,0,76.75,5233.25,0,33,5395,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,4,75.84420289855072,4,8,0.014663036729235326
0,1,1,46,1,0,19.4,967.85,0,47,2320,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,3,20.592553191489362,0,3,0.02002373948495639
0,0,0,8,1,1,54.75,438.05,0,53,5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,48.672222222222224,1,3,0.12470105910488555
0,1,0,72,1,0,19.7,1421.9,0,36,6436,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,19.478082191780825,0,4,0.01384496450910113
0,0,0,17,1,0,19.9,323.15,0,70,2093,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,17.952777777777776,0,2,0.06139133117383927
0,0,0,3,1,1,107.95,318.6,0,70,5653,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,79.65,5,7,0.3377659574468085
1,0,0,2,1,1,83.8,163.7,0,53,2885,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54.56666666666666,2,4,0.5088038858530662
0,0,0,51,0,1,56.4,2928.5,0,62,4380,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,4,56.31730769230769,4,9,0.019252432155657962
0,1,1,6,1,0,20.1,100.35,0,42,5874,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,14.335714285714285,0,1,0.19832264430192406
0,1,0,3,1,0,94.9,273.2,0,58,2330,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,68.3,2,3,0.34609773887673234
1,0,0,17,1,1,94.2,1608.15,0,54,4425,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,89.34166666666667,2,5,0.058540223099151724
0,1,0,30,1,0,49.9,1441.95,0,45,3712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,46.51451612903226,0,3,0.03458193284590595
0,0,0,31,1,1,71.05,2168.15,0,37,4443,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,67.7546875,3,7,0.03275476569163036
0,0,0,45,1,0,81.65,3618.7,0,41,5937,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,3,78.66739130434782,5,8,0.02255711799320386
0,1,0,64,1,0,89.45,5692.65,0,67,5519,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,87.57923076923076,3,7,0.015710484487104055
1,1,1,61,1,0,99.0,5969.3,0,20,5177,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,4,96.27903225806452,3,7,0.01658208130244711
0,0,0,1,1,0,19.05,19.05,0,59,5279,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,9.525,0,1,0.9501246882793017
0,1,1,72,1,0,114.45,8100.55,0,32,4700,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,4,110.96643835616439,6,10,0.01412692632891237
0,1,0,7,1,1,44.25,313.45,0,58,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.18125,0,2,0.14072189537287327
0,1,0,66,1,1,90.55,6130.95,0,38,4958,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4,91.50671641791044,3,8,0.014766917538466557
0,1,1,40,1,1,20.4,745.3,0,72,5918,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,18.178048780487803,0,4,0.02733485193621868
0,0,0,16,1,1,71.4,1212.1,0,39,3360,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,71.3,3,6,0.05885747259088287
0,1,0,67,1,0,24.85,1583.5,0,51,4833,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,23.28676470588235,0,4,0.015683180814136954
0,1,0,41,1,1,104.45,4162.05,0,65,2719,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,3,99.09642857142858,5,9,0.025089777927240844
0,1,1,56,1,1,19.8,1119.9,0,59,4681,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,19.647368421052633,0,5,0.017664376840039252
0,0,0,72,1,1,116.45,8013.55,0,20,5567,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,4,109.77465753424657,6,11,0.014529823882813134
0,1,0,54,1,0,20.05,1102.4,0,40,4212,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,20.043636363636367,0,4,0.01817110748595251
1,0,0,52,1,1,110.75,5832.0,0,46,4993,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,4,110.0377358490566,5,10,0.01898679924567118
0,0,0,50,1,1,89.7,4304.5,0,45,5306,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,84.40196078431373,3,8,0.020833817210544652
0,1,0,27,1,0,48.7,1421.75,0,30,3560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,50.776785714285715,1,4,0.03422948515199438
1,1,0,72,1,1,96.6,6827.5,0,78,5153,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4,93.52739726027397,4,9,0.014146591491542798
0,0,0,62,1,1,74.3,4698.05,0,77,5974,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,4,74.57222222222222,4,9,0.015811706621551163
0,0,0,12,1,1,54.3,654.5,0,63,3854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,50.34615384615385,2,4,0.08283752860411898
1,0,0,44,1,0,74.85,3268.05,0,71,3253,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,3,72.62333333333333,4,7,0.022896560162738406
0,1,1,54,1,1,79.95,4362.05,0,48,4387,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,79.31,2,7,0.018324337332829097
0,0,0,68,1,0,20.05,1386.9,0,63,5740,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,4,20.1,0,4,0.014446285755457885
0,0,0,20,1,0,19.4,415.4,0,32,4958,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,19.780952380952378,0,2,0.04658981748318924
0,1,0,50,1,0,54.9,2614.1,0,41,4322,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,51.25686274509804,1,5,0.020993461053114604
0,0,0,58,1,1,24.45,1513.6,0,38,6490,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,25.65423728813559,0,5,0.0161428760068665
0,1,1,35,1,1,89.65,3161.6,0,34,2622,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,87.82222222222222,2,6,0.028346929741352056
0,0,0,2,1,1,45.4,80.95,0,45,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26.983333333333334,0,2,0.5539963392312385
0,1,0,63,1,0,75.7,4676.7,0,62,5113,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,4,73.0734375,4,8,0.016183166941018023
0,1,0,58,1,1,110.65,6526.65,0,55,4761,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,4,110.62118644067796,5,10,0.016950970104095655
0,1,0,27,1,1,20.55,583.3,0,31,2269,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,3,20.832142857142856,0,4,0.035170289234982034
0,1,0,71,1,1,115.15,8078.1,0,24,4144,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,4,112.19583333333334,6,11,0.014252825190924731
0,0,0,63,1,0,58.55,3503.5,0,63,6312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,54.7421875,2,6,0.016707090883150234
0,1,0,71,1,1,93.25,6669.45,0,63,6035,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,92.63125,3,8,0.013979566595956795
0,1,1,68,1,1,19.35,1292.65,0,27,6303,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,4,18.734057971014494,0,5,0.014957677888145943
0,1,1,1,1,1,48.75,48.75,0,58,5068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24.375,1,3,0.9798994974874372
1,0,0,65,1,1,109.05,7108.2,0,29,5692,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,4,107.7,5,10,0.015339278681145558
1,1,0,72,1,1,25.0,1802.55,0,69,4055,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,4,24.692465753424656,0,5,0.013861550830306895
0,0,0,28,1,1,54.9,1505.15,0,26,2885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,51.90172413793104,1,5,0.036450552733791455
0,1,1,72,1,0,24.75,1859.1,0,71,4185,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4,25.46712328767123,0,4,0.013305736250739207
0,0,0,2,1,1,91.15,168.5,0,52,2686,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,56.166666666666664,3,5,0.5377581120943953
1,1,0,60,1,1,104.35,6339.45,0,73,4040,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,4,103.92540983606557,4,9,0.01645782239430955
1,0,0,26,1,1,66.05,1652.4,0,43,3225,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,61.2,2,6,0.039947985968307724
0,1,0,68,1,1,92.2,6392.85,0,43,4451,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,4,92.65,6,11,0.014420106821398687
1,1,0,42,1,1,105.2,4599.15,0,36,5573,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,106.95697674418604,4,8,0.02286881949501647
0,1,0,57,1,1,19.6,1134.25,0,77,6064,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,4,19.55603448275862,0,5,0.017264919621228805
